game_id,game_date,season,day_of_week,park_id,home_team_id,vis_team_id,attendance,daynight,temp,sky,precip,wind_dir,wind_speed,field_cond,home_runs,vis_runs,total_runs,gametype
BOS199004090,1990-04-09,1990,Monday,BOS07,BOS,DET,35199,day,60,sunny,none,tocf,,dry,5,2,7,regular
CAL199004090,1990-04-09,1990,Monday,ANA01,CAL,SEA,38406,night,60,night,none,unknown,0.0,dry,4,7,11,regular
CHA199004090,1990-04-09,1990,Monday,CHI10,CHA,MIL,40008,day,51,cloudy,drizzle,tolf,10.0,wet,2,1,3,regular
HOU199004090,1990-04-09,1990,Monday,HOU02,HOU,CIN,40957,night,0,dome,none,unknown,,dry,4,8,12,regular
KCA199004090,1990-04-09,1990,Monday,KAN06,KCA,BAL,37671,day,60,overcast,none,fromlf,5.0,dry,6,7,13,regular
LAN199004090,1990-04-09,1990,Monday,LOS03,LAN,SDN,48686,day,78,sunny,none,tocf,0.0,dry,4,2,6,regular
NYN199004090,1990-04-09,1990,Monday,NYC17,NYN,PIT,47919,day,50,sunny,none,rtol,,dry,3,12,15,regular
OAK199004090,1990-04-09,1990,Monday,OAK01,OAK,MIN,48219,night,64,night,none,unknown,10.0,dry,8,3,11,regular
SLN199004090,1990-04-09,1990,Monday,STL09,SLN,MON,48752,night,64,night,drizzle,rtol,9.0,dry,6,5,11,regular
TEX199004090,1990-04-09,1990,Monday,ARL01,TEX,TOR,40907,night,72,night,none,rtol,,dry,4,2,6,regular
BOS199004100,1990-04-10,1990,Tuesday,BOS07,BOS,DET,15352,day,64,overcast,none,tolf,,dry,4,2,6,regular
CAL199004100,1990-04-10,1990,Tuesday,ANA01,CAL,SEA,23508,night,0,night,none,unknown,,dry,7,0,7,regular
CHN199004100,1990-04-10,1990,Tuesday,CHI11,CHN,PHI,7791,day,37,overcast,none,fromlf,30.0,wet,2,1,3,regular
HOU199004100,1990-04-10,1990,Tuesday,HOU02,HOU,CIN,11027,night,0,dome,none,unknown,,dry,2,3,5,regular
MIL199004100,1990-04-10,1990,Tuesday,MIL05,MIL,CHA,50294,day,43,sunny,none,ltor,31.0,dry,3,5,8,regular
OAK199004100,1990-04-10,1990,Tuesday,OAK01,OAK,MIN,19757,night,65,night,none,unknown,5.0,dry,5,3,8,regular
SDN199004100,1990-04-10,1990,Tuesday,SAN01,SDN,LAN,54098,night,70,night,none,tocf,0.0,dry,0,1,1,regular
SLN199004100,1990-04-10,1990,Tuesday,STL09,SLN,MON,22571,night,44,night,none,torf,13.0,wet,4,2,6,regular
TOR199004100,1990-04-10,1990,Tuesday,TOR02,TOR,TEX,49673,night,0,dome,,unknown,,,2,1,3,regular
ATL199004111,1990-04-11,1990,Wednesday,ATL01,ATL,SFN,0,night,50,sunny,none,unknown,,dry,0,8,8,regular
ATL199004112,1990-04-11,1990,Wednesday,ATL01,ATL,SFN,11082,night,55,night,none,unknown,,dry,4,3,7,regular
BOS199004110,1990-04-11,1990,Wednesday,BOS07,BOS,DET,15369,day,58,cloudy,none,ltor,,dry,3,2,5,regular
CAL199004110,1990-04-11,1990,Wednesday,ANA01,CAL,SEA,25632,night,70,night,none,unknown,0.0,dry,1,0,1,regular
HOU199004110,1990-04-11,1990,Wednesday,HOU02,HOU,CIN,11551,night,0,dome,none,unknown,,dry,0,5,5,regular
KCA199004110,1990-04-11,1990,Wednesday,KAN06,KCA,BAL,18892,night,45,night,none,torf,,dry,2,1,3,regular
NYN199004110,1990-04-11,1990,Wednesday,NYC17,NYN,PIT,16880,day,55,cloudy,none,tolf,13.0,wet,3,0,3,regular
OAK199004110,1990-04-11,1990,Wednesday,OAK01,OAK,MIN,27775,day,61,sunny,none,unknown,8.0,dry,0,3,3,regular
SDN199004110,1990-04-11,1990,Wednesday,SAN01,SDN,LAN,29872,night,70,night,none,tocf,0.0,dry,3,1,4,regular
SLN199004110,1990-04-11,1990,Wednesday,STL09,SLN,MON,26174,day,44,cloudy,none,tolf,17.0,dry,4,6,10,regular
TOR199004110,1990-04-11,1990,Wednesday,TOR02,TOR,TEX,35031,night,70,dome,none,unknown,,dry,5,11,16,regular
ATL199004120,1990-04-12,1990,Thursday,ATL01,ATL,SFN,6425,day,59,sunny,none,unknown,,dry,4,13,17,regular
CAL199004120,1990-04-12,1990,Thursday,ANA01,CAL,MIN,24479,night,65,night,none,unknown,,dry,3,1,4,regular
CHN199004121,1990-04-12,1990,Thursday,CHI11,CHN,PHI,0,day,38,sunny,none,ltor,10.0,dry,4,5,9,regular
CHN199004122,1990-04-12,1990,Thursday,CHI11,CHN,PHI,7717,day,42,sunny,none,torf,15.0,dry,6,3,9,regular
DET199004120,1990-04-12,1990,Thursday,DET04,DET,BOS,44906,day,38,cloudy,none,torf,,dry,11,7,18,regular
NYA199004120,1990-04-12,1990,Thursday,NYC16,NYA,CLE,50114,day,44,sunny,none,unknown,,dry,6,4,10,regular
NYN199004120,1990-04-12,1990,Thursday,NYC17,NYN,PIT,16544,day,48,sunny,none,rtol,14.0,dry,2,6,8,regular
SDN199004120,1990-04-12,1990,Thursday,SAN01,SDN,LAN,37204,day,0,,,unknown,,,8,6,14,regular
TOR199004120,1990-04-12,1990,Thursday,TOR02,TOR,TEX,35354,night,70,dome,none,unknown,,dry,7,1,8,regular
ATL199004130,1990-04-13,1990,Friday,ATL01,ATL,CIN,12364,night,0,night,none,fromrf,,dry,2,5,7,regular
BOS199004130,1990-04-13,1990,Friday,BOS07,BOS,MIL,22731,night,46,night,none,tolf,,dry,5,9,14,regular
CAL199004130,1990-04-13,1990,Friday,ANA01,CAL,MIN,33217,night,70,night,none,unknown,0.0,dry,4,7,11,regular
CHA199004130,1990-04-13,1990,Friday,CHI10,CHA,CLE,11374,day,49,overcast,showers,ltor,10.0,wet,2,6,8,regular
DET199004130,1990-04-13,1990,Friday,DET04,DET,BAL,11871,night,39,night,none,tocf,,wet,10,6,16,regular
HOU199004130,1990-04-13,1990,Friday,HOU02,HOU,LAN,22067,night,72,dome,none,tocf,0.0,dry,1,6,7,regular
KCA199004130,1990-04-13,1990,Friday,KAN06,KCA,TOR,20522,night,49,night,none,unknown,,dry,1,3,4,regular
MON199004130,1990-04-13,1990,Friday,MON02,MON,NYN,44183,day,70,dome,none,unknown,0.0,dry,1,4,5,regular
NYA199004130,1990-04-13,1990,Friday,NYC16,NYA,TEX,21505,night,40,night,none,rtol,,dry,3,0,3,regular
PHI199004130,1990-04-13,1990,Friday,PHI12,PHI,SLN,32173,night,47,night,none,tocf,10.0,dry,0,11,11,regular
PIT199004130,1990-04-13,1990,Friday,PIT07,PIT,CHN,44799,night,52,night,none,unknown,,dry,0,2,2,regular
SEA199004130,1990-04-13,1990,Friday,SEA02,SEA,OAK,54874,night,0,dome,,unknown,,,7,15,22,regular
SFN199004130,1990-04-13,1990,Friday,SFO02,SFN,SDN,52872,night,0,night,none,unknown,,dry,3,8,11,regular
BOS199004140,1990-04-14,1990,Saturday,BOS07,BOS,MIL,31571,day,58,sunny,none,tolf,,dry,4,3,7,regular
CAL199004140,1990-04-14,1990,Saturday,ANA01,CAL,MIN,34407,night,64,night,none,unknown,,dry,7,5,12,regular
CHA199004140,1990-04-14,1990,Saturday,CHI10,CHA,CLE,12125,night,55,cloudy,none,unknown,,dry,9,4,13,regular
DET199004140,1990-04-14,1990,Saturday,DET04,DET,BAL,11294,day,48,cloudy,rain,unknown,,dry,4,7,11,regular
HOU199004140,1990-04-14,1990,Saturday,HOU02,HOU,LAN,21736,day,72,dome,none,tocf,0.0,dry,7,3,10,regular
KCA199004140,1990-04-14,1990,Saturday,KAN06,KCA,TOR,25930,day,61,sunny,none,fromcf,0.0,dry,3,1,4,regular
MON199004140,1990-04-14,1990,Saturday,MON02,MON,NYN,16165,day,0,dome,none,unknown,,dry,6,5,11,regular
NYA199004140,1990-04-14,1990,Saturday,NYC16,NYA,TEX,24085,day,50,cloudy,none,rtol,,dry,4,8,12,regular
PHI199004140,1990-04-14,1990,Saturday,PHI12,PHI,SLN,15613,night,58,night,none,tolf,16.0,dry,6,2,8,regular
PIT199004140,1990-04-14,1990,Saturday,PIT07,PIT,CHN,13226,day,0,cloudy,none,unknown,,dry,1,4,5,regular
SEA199004140,1990-04-14,1990,Saturday,SEA02,SEA,OAK,25961,night,0,dome,,unknown,,,2,5,7,regular
SFN199004140,1990-04-14,1990,Saturday,SFO02,SFN,SDN,24846,day,0,,none,unknown,,dry,3,5,8,regular
ATL199004150,1990-04-15,1990,Sunday,ATL01,ATL,CIN,10067,day,0,sunny,none,unknown,,dry,6,13,19,regular
CAL199004150,1990-04-15,1990,Sunday,ANA01,CAL,MIN,27302,day,67,cloudy,none,unknown,,dry,4,1,5,regular
CHA199004150,1990-04-15,1990,Sunday,CHI10,CHA,CLE,9320,day,51,sunny,none,fromcf,,dry,4,1,5,regular
DET199004150,1990-04-15,1990,Sunday,DET04,DET,BAL,10632,day,45,overcast,none,ltor,15.0,dry,6,4,10,regular
HOU199004150,1990-04-15,1990,Sunday,HOU02,HOU,LAN,13402,day,0,dome,none,unknown,,dry,4,5,9,regular
KCA199004150,1990-04-15,1990,Sunday,KAN06,KCA,TOR,21925,day,0,cloudy,none,unknown,,dry,4,5,9,regular
MON199004150,1990-04-15,1990,Sunday,MON02,MON,NYN,10187,night,0,dome,none,unknown,,dry,3,1,4,regular
NYA199004150,1990-04-15,1990,Sunday,NYC16,NYA,TEX,22268,day,55,cloudy,none,tolf,,dry,3,1,4,regular
PHI199004150,1990-04-15,1990,Sunday,PHI12,PHI,SLN,14435,day,62,cloudy,none,unknown,10.0,wet,4,0,4,regular
PIT199004150,1990-04-15,1990,Sunday,PIT07,PIT,CHN,6289,day,50,sunny,none,tolf,8.0,dry,4,3,7,regular
SEA199004150,1990-04-15,1990,Sunday,SEA02,SEA,OAK,17139,day,0,dome,,unknown,,,0,3,3,regular
SFN199004150,1990-04-15,1990,Sunday,SFO02,SFN,SDN,29339,day,60,sunny,none,tocf,,dry,3,4,7,regular
ATL199004160,1990-04-16,1990,Monday,ATL01,ATL,CIN,6484,night,76,night,none,ltor,5.0,dry,3,5,8,regular
BOS199004160,1990-04-16,1990,Monday,BOS07,BOS,MIL,35478,day,59,sunny,none,ltor,,dry,0,18,18,regular
CHN199004160,1990-04-16,1990,Monday,CHI11,CHN,NYN,13813,day,57,night,none,ltor,8.0,dry,1,10,11,regular
KCA199004160,1990-04-16,1990,Monday,KAN06,KCA,CLE,20166,night,49,night,showers,fromrf,20.0,wet,3,6,9,regular
LAN199004160,1990-04-16,1990,Monday,LOS03,LAN,SFN,26954,night,0,cloudy,,unknown,,wet,1,3,4,regular
MON199004160,1990-04-16,1990,Monday,MON02,MON,PHI,11063,night,71,night,none,unknown,,dry,5,4,9,regular
PIT199004160,1990-04-16,1990,Monday,PIT07,PIT,SLN,7136,night,66,night,none,unknown,,dry,4,6,10,regular
SEA199004160,1990-04-16,1990,Monday,SEA02,SEA,MIN,12538,night,0,dome,none,unknown,,dry,6,3,9,regular
TOR199004160,1990-04-16,1990,Monday,TOR02,TOR,BAL,40301,day,0,,,unknown,,,4,2,6,regular
CAL199004170,1990-04-17,1990,Tuesday,ANA01,CAL,OAK,34370,night,62,night,none,tocf,20.0,dry,5,7,12,regular
CHA199004170,1990-04-17,1990,Tuesday,CHI10,CHA,BOS,8479,night,38,night,none,fromcf,13.0,dry,2,1,3,regular
CIN199004170,1990-04-17,1990,Tuesday,CIN08,CIN,SDN,45000,day,50,overcast,none,unknown,,wet,2,1,3,regular
DET199004170,1990-04-17,1990,Tuesday,DET04,DET,NYA,11595,night,0,night,none,unknown,,dry,1,4,5,regular
HOU199004170,1990-04-17,1990,Tuesday,HOU02,HOU,ATL,9555,night,0,dome,,unknown,,,5,3,8,regular
KCA199004170,1990-04-17,1990,Tuesday,KAN06,KCA,CLE,17616,night,45,night,none,tocf,0.0,dry,4,2,6,regular
MON199004170,1990-04-17,1990,Tuesday,MON02,MON,PHI,8406,night,0,dome,none,unknown,,dry,2,1,3,regular
NYN199004170,1990-04-17,1990,Tuesday,NYC17,NYN,CHN,13964,night,46,night,none,unknown,,wet,6,8,14,regular
PIT199004170,1990-04-17,1990,Tuesday,PIT07,PIT,SLN,3981,night,42,night,none,unknown,,dry,7,2,9,regular
SEA199004170,1990-04-17,1990,Tuesday,SEA02,SEA,MIN,9053,night,0,dome,,unknown,,,5,6,11,regular
SFN199004170,1990-04-17,1990,Tuesday,SFO02,SFN,LAN,23194,night,62,cloudy,none,ltor,,dry,5,10,15,regular
TEX199004170,1990-04-17,1990,Tuesday,ARL01,TEX,MIL,14930,night,0,night,none,torf,,dry,6,2,8,regular
TOR199004170,1990-04-17,1990,Tuesday,TOR02,TOR,BAL,38212,night,0,,,unknown,,,8,2,10,regular
CAL199004180,1990-04-18,1990,Wednesday,ANA01,CAL,OAK,33579,night,65,night,none,unknown,0.0,dry,1,3,4,regular
CHA199004180,1990-04-18,1990,Wednesday,CHI10,CHA,BOS,10570,night,48,night,none,tolf,12.0,dry,5,7,12,regular
CIN199004180,1990-04-18,1990,Wednesday,CIN08,CIN,SDN,18487,day,55,overcast,none,unknown,,wet,11,7,18,regular
DET199004180,1990-04-18,1990,Wednesday,DET04,DET,NYA,14515,day,47,sunny,none,ltor,,dry,8,4,12,regular
HOU199004180,1990-04-18,1990,Wednesday,HOU02,HOU,ATL,10137,night,0,dome,none,unknown,,dry,10,5,15,regular
KCA199004180,1990-04-18,1990,Wednesday,KAN06,KCA,CLE,19752,night,55,night,none,fromrf,,dry,7,0,7,regular
MON199004180,1990-04-18,1990,Wednesday,MON02,MON,PHI,10096,night,70,night,none,unknown,,dry,3,4,7,regular
NYN199004180,1990-04-18,1990,Wednesday,NYC17,NYN,CHN,21561,night,0,night,none,unknown,,dry,5,8,13,regular
PIT199004180,1990-04-18,1990,Wednesday,PIT07,PIT,SLN,11626,night,51,night,none,unknown,0.0,dry,0,3,3,regular
SEA199004180,1990-04-18,1990,Wednesday,SEA02,SEA,MIN,9425,night,0,dome,,unknown,,,3,4,7,regular
SFN199004180,1990-04-18,1990,Wednesday,SFO02,SFN,LAN,22022,day,0,,none,unknown,,,2,6,8,regular
TEX199004180,1990-04-18,1990,Wednesday,ARL01,TEX,MIL,11677,night,53,night,none,fromlf,,dry,6,11,17,regular
TOR199004180,1990-04-18,1990,Wednesday,TOR02,TOR,BAL,41181,night,70,dome,none,unknown,,dry,5,8,13,regular
BAL199004190,1990-04-19,1990,Thursday,BAL11,BAL,DET,49288,day,63,sunny,none,rtol,12.0,dry,4,2,6,regular
CLE199004190,1990-04-19,1990,Thursday,CLE07,CLE,NYA,6000,night,64,night,none,torf,,dry,1,0,1,regular
LAN199004190,1990-04-19,1990,Thursday,LOS03,LAN,HOU,38580,night,0,,,unknown,,,7,3,10,regular
NYN199004190,1990-04-19,1990,Thursday,NYC17,NYN,CHN,18780,day,57,sunny,none,ltor,20.0,dry,4,1,5,regular
OAK199004190,1990-04-19,1990,Thursday,OAK01,OAK,SEA,23979,night,60,night,none,unknown,9.0,dry,5,2,7,regular
PHI199004190,1990-04-19,1990,Thursday,PHI12,PHI,MON,8417,night,57,night,none,tocf,5.0,dry,0,5,5,regular
SLN199004190,1990-04-19,1990,Thursday,STL09,SLN,PIT,20495,night,58,night,none,fromrf,17.0,dry,1,5,6,regular
TEX199004190,1990-04-19,1990,Thursday,ARL01,TEX,MIL,11505,night,70,night,none,fromcf,,soaked,0,11,11,regular
BAL199004200,1990-04-20,1990,Friday,BAL11,BAL,DET,22382,night,67,cloudy,none,tocf,,dry,6,0,6,regular
CHN199004200,1990-04-20,1990,Friday,CHI11,CHN,PIT,15171,day,59,overcast,showers,unknown,9.0,soaked,4,9,13,regular
LAN199004200,1990-04-20,1990,Friday,LOS03,LAN,HOU,44533,night,0,night,none,unknown,,dry,2,4,6,regular
MIL199004200,1990-04-20,1990,Friday,MIL05,MIL,BOS,15334,night,58,night,rain,unknown,,wet,5,0,5,regular
MIN199004200,1990-04-20,1990,Friday,MIN03,MIN,CAL,37975,night,0,dome,,unknown,,,13,1,14,regular
NYN199004200,1990-04-20,1990,Friday,NYC17,NYN,MON,24130,night,60,night,none,unknown,,dry,1,2,3,regular
OAK199004200,1990-04-20,1990,Friday,OAK01,OAK,SEA,44911,night,58,night,none,unknown,12.0,dry,1,6,7,regular
SDN199004200,1990-04-20,1990,Friday,SAN01,SDN,SFN,36052,night,70,night,none,unknown,,dry,9,2,11,regular
SLN199004200,1990-04-20,1990,Friday,STL09,SLN,PHI,29343,night,69,night,showers,rtol,5.0,wet,0,3,3,regular
TEX199004200,1990-04-20,1990,Friday,ARL01,TEX,NYA,26648,night,0,night,,unknown,,wet,6,5,11,regular
TOR199004200,1990-04-20,1990,Friday,TOR02,TOR,KCA,49151,night,0,dome,none,tocf,0.0,dry,17,6,23,regular
BAL199004210,1990-04-21,1990,Saturday,BAL11,BAL,DET,20512,day,65,cloudy,rain,unknown,,soaked,2,3,5,regular
CHN199004210,1990-04-21,1990,Saturday,CHI11,CHN,PIT,37091,night,0,night,none,fromcf,,dry,3,4,7,regular
CIN199004210,1990-04-21,1990,Saturday,CIN08,CIN,ATL,24091,day,63,cloudy,none,unknown,,wet,8,1,9,regular
CLE199004210,1990-04-21,1990,Saturday,CLE07,CLE,CHA,9076,day,51,cloudy,none,unknown,20.0,dry,8,4,12,regular
LAN199004210,1990-04-21,1990,Saturday,LOS03,LAN,HOU,48434,night,60,night,none,unknown,,dry,5,6,11,regular
MIL199004210,1990-04-21,1990,Saturday,MIL05,MIL,BOS,19391,day,66,sunny,none,fromcf,4.0,dry,2,0,2,regular
MIN199004210,1990-04-21,1990,Saturday,MIN03,MIN,CAL,21600,night,0,dome,,unknown,,,8,0,8,regular
NYN199004210,1990-04-21,1990,Saturday,NYC17,NYN,MON,20748,day,55,overcast,snow,torf,,wet,5,4,9,regular
OAK199004210,1990-04-21,1990,Saturday,OAK01,OAK,SEA,33277,day,60,overcast,none,unknown,,wet,7,6,13,regular
SDN199004210,1990-04-21,1990,Saturday,SAN01,SDN,SFN,56147,night,60,night,none,unknown,,dry,4,6,10,regular
SLN199004210,1990-04-21,1990,Saturday,STL09,SLN,PHI,39798,night,69,night,none,fromlf,10.0,wet,6,7,13,regular
TEX199004210,1990-04-21,1990,Saturday,ARL01,TEX,NYA,35453,night,82,night,none,unknown,,dry,9,6,15,regular
TOR199004210,1990-04-21,1990,Saturday,TOR02,TOR,KCA,49121,day,67,dome,none,tocf,0.0,dry,5,1,6,regular
BAL199004220,1990-04-22,1990,Sunday,BAL11,BAL,DET,31873,day,67,sunny,none,torf,5.0,dry,3,2,5,regular
CHN199004220,1990-04-22,1990,Sunday,CHI11,CHN,PIT,33583,day,69,sunny,none,rtol,10.0,dry,2,3,5,regular
CIN199004220,1990-04-22,1990,Sunday,CIN08,CIN,ATL,29299,day,70,sunny,none,unknown,,dry,1,3,4,regular
CLE199004220,1990-04-22,1990,Sunday,CLE07,CLE,CHA,16400,day,47,sunny,none,fromlf,,dry,5,2,7,regular
LAN199004220,1990-04-22,1990,Sunday,LOS03,LAN,HOU,40520,day,0,cloudy,none,unknown,,,2,0,2,regular
MIL199004220,1990-04-22,1990,Sunday,MIL05,MIL,BOS,26741,day,68,sunny,none,fromlf,,dry,2,4,6,regular
MIN199004220,1990-04-22,1990,Sunday,MIN03,MIN,CAL,20875,day,0,,,unknown,,,2,5,7,regular
NYN199004220,1990-04-22,1990,Sunday,NYC17,NYN,MON,32843,day,62,sunny,none,ltor,10.0,dry,5,0,5,regular
OAK199004220,1990-04-22,1990,Sunday,OAK01,OAK,SEA,40901,day,59,overcast,showers,unknown,14.0,dry,2,5,7,regular
SDN199004220,1990-04-22,1990,Sunday,SAN01,SDN,SFN,28555,night,60,night,none,unknown,,dry,1,3,4,regular
SLN199004220,1990-04-22,1990,Sunday,STL09,SLN,PHI,36819,day,0,,,unknown,,,3,5,8,regular
TEX199004220,1990-04-22,1990,Sunday,ARL01,TEX,NYA,30717,day,81,cloudy,none,tocf,16.0,dry,10,4,14,regular
TOR199004220,1990-04-22,1990,Sunday,TOR02,TOR,KCA,49056,day,0,dome,none,unknown,,dry,1,7,8,regular
BAL199004230,1990-04-23,1990,Monday,BAL11,BAL,KCA,15978,night,85,night,none,unknown,,dry,8,5,13,regular
MIN199004230,1990-04-23,1990,Monday,MIN03,MIN,DET,13129,night,0,dome,,unknown,,,3,6,9,regular
SDN199004230,1990-04-23,1990,Monday,SAN01,SDN,SFN,11312,night,62,cloudy,showers,unknown,,wet,13,3,16,regular
SLN199004230,1990-04-23,1990,Monday,STL09,SLN,PIT,22748,night,80,night,none,fromrf,9.0,dry,7,4,11,regular
TOR199004230,1990-04-23,1990,Monday,TOR02,TOR,CLE,34139,night,70,dome,none,unknown,,dry,12,9,21,regular
BAL199004240,1990-04-24,1990,Tuesday,BAL11,BAL,OAK,25431,night,73,night,none,unknown,,dry,1,7,8,regular
BOS199004240,1990-04-24,1990,Tuesday,BOS07,BOS,CAL,24362,night,49,night,none,tolf,15.0,dry,4,2,6,regular
HOU199004240,1990-04-24,1990,Tuesday,HOU02,HOU,MON,9542,night,72,dome,none,unknown,0.0,dry,3,5,8,regular
LAN199004240,1990-04-24,1990,Tuesday,LOS03,LAN,SLN,27366,night,0,night,none,unknown,,dry,3,0,3,regular
MIL199004240,1990-04-24,1990,Tuesday,MIL05,MIL,KCA,10925,night,74,night,none,rtol,,dry,7,3,10,regular
MIN199004240,1990-04-24,1990,Tuesday,MIN03,MIN,DET,13561,night,0,dome,,unknown,,,16,4,20,regular
NYA199004240,1990-04-24,1990,Tuesday,NYC16,NYA,SEA,17018,night,54,night,none,tolf,5.0,dry,6,2,8,regular
NYN199004240,1990-04-24,1990,Tuesday,NYC17,NYN,ATL,22553,night,57,night,none,rtol,13.0,dry,2,1,3,regular
PHI199004240,1990-04-24,1990,Tuesday,PHI12,PHI,CIN,19161,night,0,night,none,unknown,,dry,6,3,9,regular
SDN199004240,1990-04-24,1990,Tuesday,SAN01,SDN,CHN,19474,night,60,night,none,unknown,,dry,13,3,16,regular
SFN199004240,1990-04-24,1990,Tuesday,SFO02,SFN,PIT,10881,night,58,cloudy,none,unknown,,dry,1,4,5,regular
TEX199004240,1990-04-24,1990,Tuesday,ARL01,TEX,CHA,13092,night,76,night,none,fromcf,,dry,5,4,9,regular
TOR199004240,1990-04-24,1990,Tuesday,TOR02,TOR,CLE,35203,night,0,dome,,unknown,,,4,3,7,regular
BAL199004250,1990-04-25,1990,Wednesday,BAL11,BAL,OAK,25341,night,81,night,none,tocf,6.0,dry,3,4,7,regular
BOS199004250,1990-04-25,1990,Wednesday,BOS07,BOS,CAL,19843,night,50,night,drizzle,unknown,,wet,1,3,4,regular
HOU199004250,1990-04-25,1990,Wednesday,HOU02,HOU,MON,11251,night,0,dome,,unknown,,,0,1,1,regular
LAN199004250,1990-04-25,1990,Wednesday,LOS03,LAN,SLN,32584,night,65,night,none,unknown,,dry,1,5,6,regular
MIL199004250,1990-04-25,1990,Wednesday,MIL05,MIL,KCA,12445,night,83,sunny,none,tolf,15.0,dry,1,0,1,regular
MIN199004250,1990-04-25,1990,Wednesday,MIN03,MIN,DET,14865,night,0,dome,,unknown,,,4,6,10,regular
NYA199004250,1990-04-25,1990,Wednesday,NYC16,NYA,SEA,15537,night,61,night,none,fromcf,4.0,dry,2,5,7,regular
NYN199004250,1990-04-25,1990,Wednesday,NYC17,NYN,ATL,19935,night,57,night,none,unknown,,dry,8,5,13,regular
PHI199004250,1990-04-25,1990,Wednesday,PHI12,PHI,CIN,18497,night,0,night,none,unknown,,dry,7,12,19,regular
SDN199004250,1990-04-25,1990,Wednesday,SAN01,SDN,CHN,22305,night,65,night,none,unknown,,dry,3,0,3,regular
SFN199004250,1990-04-25,1990,Wednesday,SFO02,SFN,PIT,10698,night,0,night,none,unknown,,dry,4,7,11,regular
TEX199004250,1990-04-25,1990,Wednesday,ARL01,TEX,CHA,11667,night,77,night,none,fromrf,,dry,4,5,9,regular
TOR199004250,1990-04-25,1990,Wednesday,TOR02,TOR,CLE,38168,night,70,dome,none,unknown,,dry,5,3,8,regular
ATL199004260,1990-04-26,1990,Thursday,ATL01,ATL,HOU,3415,night,0,sunny,none,unknown,,dry,0,3,3,regular
BAL199004260,1990-04-26,1990,Thursday,BAL11,BAL,OAK,27195,night,93,night,none,unknown,,dry,4,6,10,regular
BOS199004260,1990-04-26,1990,Thursday,BOS07,BOS,CAL,22601,night,55,night,none,tolf,,dry,5,4,9,regular
LAN199004260,1990-04-26,1990,Thursday,LOS03,LAN,SLN,27609,night,70,night,none,unknown,,dry,1,7,8,regular
MIL199004260,1990-04-26,1990,Thursday,MIL05,MIL,KCA,11817,day,82,cloudy,none,fromcf,,dry,3,2,5,regular
NYA199004260,1990-04-26,1990,Thursday,NYC16,NYA,SEA,15857,night,65,night,none,unknown,,dry,2,6,8,regular
SDN199004260,1990-04-26,1990,Thursday,SAN01,SDN,CHN,29168,day,80,sunny,none,unknown,0.0,dry,1,3,4,regular
SFN199004260,1990-04-26,1990,Thursday,SFO02,SFN,PIT,10493,day,74,sunny,none,tocf,15.0,dry,1,2,3,regular
TEX199004260,1990-04-26,1990,Thursday,ARL01,TEX,CHA,20404,night,67,night,none,unknown,0.0,wet,1,0,1,regular
TOR199004260,1990-04-26,1990,Thursday,TOR02,TOR,CLE,44174,day,0,dome,,unknown,,,3,4,7,regular
ATL199004270,1990-04-27,1990,Friday,ATL01,ATL,PHI,12598,night,0,,,unknown,,,1,7,8,regular
BAL199004270,1990-04-27,1990,Friday,BAL11,BAL,SEA,23183,night,91,night,none,unknown,0.0,dry,3,4,7,regular
BOS199004270,1990-04-27,1990,Friday,BOS07,BOS,OAK,32912,night,89,night,none,ltor,,dry,7,6,13,regular
CHA199004270,1990-04-27,1990,Friday,CHI10,CHA,TOR,10965,night,81,night,none,tolf,24.0,dry,6,1,7,regular
CIN199004270,1990-04-27,1990,Friday,CIN08,CIN,MON,25564,night,0,night,none,unknown,,dry,3,2,5,regular
CLE199004270,1990-04-27,1990,Friday,CLE07,CLE,MIN,12753,night,65,,,unknown,,,7,2,9,regular
DET199004270,1990-04-27,1990,Friday,DET04,DET,MIL,14389,night,82,night,none,unknown,11.0,dry,6,9,15,regular
HOU199004270,1990-04-27,1990,Friday,HOU02,HOU,NYN,15862,night,72,dome,none,unknown,0.0,dry,0,1,1,regular
KCA199004270,1990-04-27,1990,Friday,KAN06,KCA,TEX,23895,night,48,night,,ltor,,wet,6,7,13,regular
LAN199004270,1990-04-27,1990,Friday,LOS03,LAN,CHN,37809,night,0,night,none,unknown,,dry,5,0,5,regular
NYA199004270,1990-04-27,1990,Friday,NYC16,NYA,CAL,20289,night,80,night,none,unknown,,dry,5,4,9,regular
SDN199004270,1990-04-27,1990,Friday,SAN01,SDN,PIT,23376,night,0,,,unknown,,,4,9,13,regular
SFN199004270,1990-04-27,1990,Friday,SFO02,SFN,SLN,19516,night,62,night,none,unknown,,dry,12,3,15,regular
ATL199004280,1990-04-28,1990,Saturday,ATL01,ATL,PHI,12659,night,75,night,none,unknown,,dry,1,2,3,regular
BAL199004280,1990-04-28,1990,Saturday,BAL11,BAL,SEA,31017,night,90,night,none,unknown,8.0,dry,3,4,7,regular
BOS199004280,1990-04-28,1990,Saturday,BOS07,BOS,OAK,33989,day,90,sunny,none,unknown,,dry,12,3,15,regular
CHA199004280,1990-04-28,1990,Saturday,CHI10,CHA,TOR,15395,night,0,night,none,ltor,,dry,5,4,9,regular
CIN199004280,1990-04-28,1990,Saturday,CIN08,CIN,MON,21775,day,74,overcast,none,unknown,,dry,6,4,10,regular
CLE199004280,1990-04-28,1990,Saturday,CLE07,CLE,MIN,9978,day,76,,,unknown,,,3,0,3,regular
